<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;220610;170000;822.3900000;823.6900000;818.7100000;820.0000000;21627921
MOEXTN;60;220610;180000;820.0000000;820.6200000;816.9800000;820.1100000;17564938
MOEXTN;60;220614;100000;816.7800000;831.2800000;811.9200000;830.9700000;91538382
MOEXTN;60;220614;110000;830.3500000;834.6500000;823.4600000;831.5300000;52316577
MOEXTN;60;220614;120000;831.6000000;833.3800000;823.8800000;829.8200000;56782084
MOEXTN;60;220614;130000;829.2600000;830.8000000;821.7700000;825.8100000;29431554
MOEXTN;60;220614;140000;825.9600000;827.6300000;822.4200000;824.1000000;10338399
MOEXTN;60;220614;150000;824.4800000;825.9100000;820.8300000;822.5600000;24702962
MOEXTN;60;220614;160000;823.3100000;823.5000000;817.2200000;820.9700000;26004886
MOEXTN;60;220614;170000;820.9700000;821.4600000;816.0200000;817.1100000;21553399
MOEXTN;60;220614;180000;817.0900000;819.1500000;814.5300000;817.0400000;15269959
MOEXTN;60;220615;100000;822.5400000;824.4100000;814.9700000;819.6600000;30875271
MOEXTN;60;220615;110000;819.6200000;822.4400000;817.7000000;819.8600000;20991240
MOEXTN;60;220615;120000;818.9600000;820.5600000;816.9000000;819.4100000;37375507
MOEXTN;60;220615;130000;819.4100000;820.2300000;816.5300000;819.4900000;17512492
MOEXTN;60;220615;140000;819.6400000;830.9500000;818.2900000;823.1600000;33823076
MOEXTN;60;220615;150000;824.2200000;825.4900000;819.0100000;820.3300000;22183743
MOEXTN;60;220615;160000;818.3700000;821.3400000;818.2300000;820.6400000;15709053
MOEXTN;60;220615;170000;819.8400000;820.3100000;816.2600000;817.0700000;51635800
MOEXTN;60;220615;180000;817.0700000;817.7000000;815.1200000;816.6700000;24031786
MOEXTN;60;220616;100000;823.0400000;823.5700000;814.1100000;818.6300000;53293870
MOEXTN;60;220616;110000;818.7700000;823.3500000;818.5300000;822.6100000;33502616
MOEXTN;60;220616;120000;822.4000000;824.2100000;818.2600000;823.2200000;51934846
MOEXTN;60;220616;130000;823.8000000;831.8100000;821.2100000;831.1900000;125146605
MOEXTN;60;220616;140000;831.7500000;834.4200000;828.5100000;832.5800000;38951632
MOEXTN;60;220616;150000;832.8000000;836.3800000;830.9500000;835.9900000;38757528
MOEXTN;60;220616;160000;835.9800000;836.7100000;831.4000000;831.6700000;46012420
MOEXTN;60;220616;170000;830.6600000;833.6400000;830.0300000;832.2000000;14293656
MOEXTN;60;220616;180000;832.2200000;834.3100000;831.4700000;834.3100000;20335294
MOEXTN;60;220617;100000;837.8800000;841.8700000;834.0800000;835.0200000;104471333
MOEXTN;60;220617;110000;835.6500000;835.9100000;831.2200000;834.2100000;47276276
MOEXTN;60;220617;120000;834.2100000;836.5700000;833.2800000;834.0400000;45799135
MOEXTN;60;220617;130000;833.9900000;838.4900000;833.9900000;836.5700000;41585925
MOEXTN;60;220617;140000;836.5700000;839.7600000;834.2900000;834.3800000;110687690
MOEXTN;60;220617;150000;834.2300000;834.9000000;832.1100000;832.9800000;23724223
MOEXTN;60;220617;160000;832.8300000;837.8100000;832.5000000;836.5800000;40892955
MOEXTN;60;220617;170000;836.5800000;837.2500000;831.4600000;832.3300000;15084269
MOEXTN;60;220617;180000;831.9200000;833.7600000;831.2600000;831.2600000;28402391
MOEXTN;60;220620;100000;834.5800000;842.0000000;831.6100000;838.5000000;46414861
MOEXTN;60;220620;110000;838.9100000;838.9100000;834.9400000;835.6300000;27162979
MOEXTN;60;220620;120000;835.6300000;840.6100000;834.6800000;839.6200000;41508247
MOEXTN;60;220620;130000;839.5400000;841.8200000;838.1700000;840.2300000;71436241
MOEXTN;60;220620;140000;840.5200000;842.6300000;839.3000000;841.7600000;30972250
MOEXTN;60;220620;150000;842.0500000;842.2900000;837.5900000;841.5200000;28481788
MOEXTN;60;220620;160000;840.6900000;844.4400000;840.6900000;843.4600000;35360508
MOEXTN;60;220620;170000;843.1300000;847.9700000;842.1300000;846.5700000;39101735
MOEXTN;60;220620;180000;846.1000000;849.2800000;843.8000000;846.3300000;37492985
MOEXTN;60;220621;100000;849.0600000;862.6400000;842.2400000;842.9800000;189938887
MOEXTN;60;220621;110000;842.9500000;848.3900000;835.6600000;836.8000000;76130823
MOEXTN;60;220621;120000;836.7300000;843.1600000;836.1200000;839.0700000;91617402
MOEXTN;60;220621;130000;839.2200000;840.6000000;834.0600000;836.4100000;51937684
MOEXTN;60;220621;140000;836.4100000;836.9100000;832.9600000;833.5300000;24564014
MOEXTN;60;220621;150000;833.2700000;836.4500000;832.1600000;834.2400000;37748601
MOEXTN;60;220621;160000;833.9000000;835.2700000;831.3300000;832.4400000;45741154
MOEXTN;60;220621;170000;832.3100000;833.4100000;828.4700000;829.7400000;49689993
MOEXTN;60;220621;180000;830.1800000;830.1800000;826.3200000;827.8700000;91884599
MOEXTN;60;220622;100000;823.9300000;833.1100000;823.9300000;830.1200000;106299363
MOEXTN;60;220622;110000;829.8200000;831.9900000;823.5300000;825.9600000;38617984
MOEXTN;60;220622;120000;826.2200000;828.0600000;822.8300000;823.7100000;22584823
MOEXTN;60;220622;130000;824.0600000;826.1100000;823.7600000;825.2700000;21066377
MOEXTN;60;220622;140000;824.9700000;826.4300000;822.2100000;823.3600000;24843433
MOEXTN;60;220622;150000;823.7300000;826.2300000;822.5600000;823.4400000;15096036
MOEXTN;60;220622;160000;823.5900000;827.2400000;823.4900000;825.1200000;17777702
MOEXTN;60;220622;170000;825.1200000;826.1400000;822.2700000;823.2300000;21897209
MOEXTN;60;220622;180000;823.2300000;824.6000000;822.4000000;822.5400000;13894130
MOEXTN;60;220623;100000;822.9800000;829.7700000;820.6000000;829.7700000;57312854
MOEXTN;60;220623;110000;829.7700000;830.0500000;825.2300000;826.5900000;42931798
MOEXTN;60;220623;120000;826.7600000;829.3000000;824.4700000;828.3600000;24128365
MOEXTN;60;220623;130000;828.5700000;828.5700000;825.7200000;827.2500000;15593449
MOEXTN;60;220623;140000;827.2500000;827.9600000;825.4800000;826.9600000;28107088
MOEXTN;60;220623;150000;826.7900000;827.4000000;823.0700000;824.2400000;25299695
MOEXTN;60;220623;160000;824.1000000;824.9800000;822.9700000;824.1300000;28797082
MOEXTN;60;220623;170000;823.9100000;825.0300000;820.3700000;823.1800000;34867500
MOEXTN;60;220623;180000;823.1800000;824.8900000;821.3500000;823.4000000;25041970
MOEXTN;60;220624;100000;825.2500000;828.1500000;821.8400000;827.8500000;39156677
MOEXTN;60;220624;110000;827.8500000;828.8900000;825.8800000;827.0200000;25638941
MOEXTN;60;220624;120000;827.2200000;828.5500000;824.8400000;826.4300000;28187545
MOEXTN;60;220624;130000;826.2600000;827.1100000;823.8800000;824.8700000;19271861
MOEXTN;60;220624;140000;824.8700000;825.1400000;822.4200000;822.6800000;20394876
MOEXTN;60;220624;150000;822.6300000;824.1100000;821.5600000;823.2600000;10598531
MOEXTN;60;220624;160000;823.2600000;825.3000000;821.9200000;823.9600000;28520725
MOEXTN;60;220624;170000;823.9600000;825.5200000;822.2300000;824.6500000;19702980
MOEXTN;60;220624;180000;824.4000000;825.3600000;821.8600000;822.7900000;20524389
MOEXTN;60;220627;100000;826.1600000;844.9100000;823.8700000;839.4000000;122789217
MOEXTN;60;220627;110000;839.6500000;840.5600000;833.5600000;836.7800000;64654531
MOEXTN;60;220627;120000;837.1000000;840.9600000;835.8000000;839.4300000;33935291
MOEXTN;60;220627;130000;839.3900000;844.0000000;838.3700000;843.7100000;109105948
MOEXTN;60;220627;140000;843.4000000;845.8500000;840.4300000;843.0500000;71190226
MOEXTN;60;220627;150000;843.0000000;844.4500000;841.3900000;842.0400000;52550801
MOEXTN;60;220627;160000;842.0000000;842.1800000;840.3600000;841.4900000;23122317
MOEXTN;60;220627;170000;841.2500000;843.4700000;840.2000000;842.7600000;31560267
MOEXTN;60;220627;180000;842.7600000;843.6800000;841.6000000;843.6500000;40796482
MOEXTN;60;220628;100000;844.2700000;847.4000000;840.0600000;842.5000000;104952756
MOEXTN;60;220628;110000;842.7000000;846.8600000;841.9800000;844.0300000;209432252
MOEXTN;60;220628;120000;843.7400000;848.3000000;843.3900000;846.4100000;144096613
MOEXTN;60;220628;130000;846.4100000;848.3200000;843.8100000;846.6200000;69367144
MOEXTN;60;220628;140000;846.3200000;848.5700000;845.8400000;847.3000000;22110873
MOEXTN;60;220628;150000;847.3400000;848.5900000;845.2200000;846.5200000;27337476
MOEXTN;60;220628;160000;846.5200000;846.7400000;841.7900000;842.8700000;49368472
MOEXTN;60;220628;170000;842.9300000;843.3100000;837.9600000;838.9100000;32268853
MOEXTN;60;220628;180000;838.2700000;840.9600000;837.2000000;838.8700000;34877485
MOEXTN;60;220629;100000;841.1100000;845.7400000;825.0600000;830.5900000;162662871
MOEXTN;60;220629;110000;830.5600000;838.0500000;829.9700000;836.6900000;82866494
MOEXTN;60;220629;120000;836.6900000;836.9000000;830.8700000;831.5900000;25190109
MOEXTN;60;220629;130000;831.5900000;836.1800000;830.3600000;833.8100000;24915630
MOEXTN;60;220629;140000;833.7000000;835.9100000;833.3400000;833.8700000;8154033
MOEXTN;60;220629;150000;833.8400000;836.1000000;829.4300000;832.5200000;33929560
MOEXTN;60;220629;160000;832.7300000;834.0400000;830.7300000;831.2600000;14526210
MOEXTN;60;220629;170000;830.9200000;834.3500000;830.7700000;833.9100000;22184551
MOEXTN;60;220629;180000;833.4200000;834.4000000;827.9600000;827.9600000;39154627
MOEXTN;60;220630;100000;833.7300000;837.5300000;803.3000000;803.4900000;105397797
MOEXTN;60;220630;110000;802.6300000;821.9400000;792.1600000;807.3400000;135059431
MOEXTN;60;220630;120000;806.7600000;809.7200000;802.3900000;809.3800000;91560615
MOEXTN;60;220630;130000;809.1500000;818.1800000;808.6200000;817.6800000;34526453
MOEXTN;60;220630;140000;817.3100000;819.1500000;814.7400000;816.6000000;34348707
MOEXTN;60;220630;150000;816.8600000;821.6100000;816.6700000;817.0000000;25277574
MOEXTN;60;220630;160000;816.8600000;817.0100000;806.4000000;806.5600000;30096651
MOEXTN;60;220630;170000;806.5600000;810.8100000;806.2900000;810.8100000;20216549
MOEXTN;60;220630;180000;810.8900000;811.4000000;804.7600000;808.0000000;20378953
MOEXTN;60;220701;100000;803.3200000;805.6600000;791.0400000;801.8400000;46563018
MOEXTN;60;220701;110000;801.8400000;806.6200000;800.6600000;805.7200000;38283596
MOEXTN;60;220701;120000;805.7200000;810.4200000;804.2700000;806.1100000;33093446
MOEXTN;60;220701;130000;806.1100000;813.7100000;805.0400000;813.1500000;22739532
MOEXTN;60;220701;140000;812.5800000;816.4600000;809.0400000;813.6600000;54254963
MOEXTN;60;220701;150000;814.2800000;817.3900000;811.9900000;816.4000000;22941105
MOEXTN;60;220701;160000;816.4500000;818.3700000;813.3200000;813.9600000;18624744
MOEXTN;60;220701;170000;814.2500000;818.1900000;814.1700000;817.5700000;14322806
MOEXTN;60;220701;180000;817.5700000;824.3600000;817.5700000;821.4100000;35587089
MOEXTN;60;220704;100000;826.1100000;842.4500000;825.2300000;835.6300000;117404578
MOEXTN;60;220704;110000;835.1500000;836.2900000;828.1700000;828.7400000;72183748
MOEXTN;60;220704;120000;828.5900000;832.5700000;824.0700000;827.0700000;47532781
MOEXTN;60;220704;130000;826.5700000;828.3300000;819.9500000;825.7700000;49825128
MOEXTN;60;220704;140000;824.7500000;826.9500000;819.8600000;826.1000000;39285400
MOEXTN;60;220704;150000;826.1700000;826.8000000;823.5500000;825.1000000;18890302
MOEXTN;60;220704;160000;825.4200000;827.0700000;824.6300000;825.9400000;11765313
MOEXTN;60;220704;170000;825.4500000;826.5100000;818.2500000;818.9800000;25451412
MOEXTN;60;220704;180000;818.9500000;821.2200000;817.5600000;820.5900000;26142704
MOEXTN;60;220705;100000;821.3100000;821.3100000;815.0600000;815.6200000;42254516
MOEXTN;60;220705;110000;815.4700000;818.1200000;811.9100000;814.8000000;22217229
MOEXTN;60;220705;120000;815.3600000;816.4600000;812.2900000;814.8200000;15866387
MOEXTN;60;220705;130000;814.8200000;817.0800000;812.3500000;815.0100000;21541643
MOEXTN;60;220705;140000;815.1500000;817.2100000;814.4100000;816.2800000;18734837
MOEXTN;60;220705;150000;816.4500000;817.9300000;815.2000000;816.7300000;31076308
MOEXTN;60;220705;160000;817.0800000;818.3100000;813.5600000;813.8800000;29503929
MOEXTN;60;220705;170000;813.8800000;816.4000000;812.1400000;815.1400000;17454319
MOEXTN;60;220705;180000;815.1400000;821.4700000;815.1400000;820.8200000;90874303
MOEXTN;60;220706;100000;819.2600000;822.9000000;813.6600000;821.8200000;82536801
MOEXTN;60;220706;110000;821.7800000;824.4600000;818.6900000;821.7300000;48277100
MOEXTN;60;220706;120000;820.9400000;821.1100000;814.5600000;816.2500000;38306274
MOEXTN;60;220706;130000;816.1000000;818.4200000;812.6400000;813.9500000;40382700
MOEXTN;60;220706;140000;814.2500000;817.0400000;813.9500000;815.1500000;29545347
MOEXTN;60;220706;150000;815.2900000;815.6300000;813.8600000;814.7600000;10719920
MOEXTN;60;220706;160000;814.9300000;815.2700000;811.0800000;811.6400000;28613264
MOEXTN;60;220706;170000;812.2800000;812.2800000;803.6000000;806.5600000;56661553
MOEXTN;60;220706;180000;806.5600000;806.7600000;803.6400000;803.6400000;22261677
MOEXTN;60;220707;100000;812.3400000;817.4900000;808.4400000;812.9600000;92000908
MOEXTN;60;220707;110000;812.9600000;818.4300000;810.8500000;812.7200000;79886170
MOEXTN;60;220707;120000;812.0400000;814.5700000;811.5200000;812.7900000;36457799
MOEXTN;60;220707;130000;813.0700000;816.7200000;812.5100000;816.6300000;37549212
MOEXTN;60;220707;140000;816.7700000;816.7700000;813.8300000;814.6100000;22919534
MOEXTN;60;220707;150000;814.6100000;815.0900000;812.2100000;813.6900000;29047394
MOEXTN;60;220707;160000;813.3900000;813.7700000;808.2600000;809.8400000;34765359
MOEXTN;60;220707;170000;809.5500000;812.3600000;808.3500000;810.1000000;17942821
MOEXTN;60;220707;180000;810.0200000;810.7700000;809.1700000;809.8500000;15209171
MOEXTN;60;220708;100000;814.4200000;814.8800000;808.1900000;811.2200000;52536359
MOEXTN;60;220708;110000;811.0800000;812.2200000;808.9000000;810.5700000;24681878
MOEXTN;60;220708;120000;810.6000000;810.6000000;806.9000000;809.1900000;18880813
MOEXTN;60;220708;130000;809.3300000;810.7600000;808.1900000;809.9200000;18789404
MOEXTN;60;220708;140000;809.9200000;810.4500000;808.3700000;810.2700000;8423847
MOEXTN;60;220708;150000;810.2000000;810.4200000;808.6900000;808.6900000;14367724
MOEXTN;60;220708;160000;808.6900000;809.9500000;806.0000000;807.0500000;32204357
MOEXTN;60;220708;170000;807.4300000;808.1200000;805.0500000;806.1000000;17086102
MOEXTN;60;220708;180000;806.2500000;806.6100000;804.3600000;806.2800000;44638807
MOEXTN;60;220711;100000;801.6300000;803.5200000;791.1800000;794.1700000;75633446
MOEXTN;60;220711;110000;793.6700000;794.3900000;792.1300000;792.3900000;24817308
MOEXTN;60;220711;120000;792.1700000;795.5300000;788.2700000;788.5300000;25561308
MOEXTN;60;220711;130000;788.2100000;789.3100000;783.0000000;783.4100000;29305041
MOEXTN;60;220711;140000;783.5700000;785.0100000;782.4700000;784.6900000;20685484
MOEXTN;60;220711;150000;784.7300000;787.9600000;782.8900000;787.8300000;13904023
MOEXTN;60;220711;160000;788.0600000;790.0700000;785.7400000;786.9900000;18758326
MOEXTN;60;220711;170000;787.2800000;790.7000000;786.0600000;789.9900000;29761487
MOEXTN;60;220711;180000;789.8400000;789.8400000;785.4100000;786.6600000;19416842
MOEXTN;60;220712;100000;787.1000000;787.1000000;775.7400000;777.1500000;52476118
MOEXTN;60;220712;110000;777.1900000;780.8600000;767.6800000;774.7500000;68333396
MOEXTN;60;220712;120000;774.9100000;775.1700000;769.3500000;771.4400000;23618618
MOEXTN;60;220712;130000;771.4800000;774.5300000;771.1500000;773.9000000;18745472
MOEXTN;60;220712;140000;773.9300000;775.4300000;773.1300000;774.9400000;11865047
MOEXTN;60;220712;150000;774.8300000;776.4800000;773.3400000;774.3700000;14214237
MOEXTN;60;220712;160000;774.5800000;774.6600000;771.9600000;773.1200000;11876893
MOEXTN;60;220712;170000;773.1200000;774.9600000;770.3400000;774.0900000;24415717
MOEXTN;60;220712;180000;774.1600000;780.7300000;772.8000000;776.0200000;20001461
MOEXTN;60;220713;100000;784.7800000;786.2800000;774.0300000;780.1100000;35146479
MOEXTN;60;220713;110000;779.8100000;779.9400000;773.6600000;776.1700000;33221323
MOEXTN;60;220713;120000;776.0700000;779.3700000;775.8300000;777.0900000;23125758
MOEXTN;60;220713;130000;776.5300000;777.6800000;772.8000000;772.8400000;19641350
MOEXTN;60;220713;140000;772.6900000;772.7600000;762.7100000;767.8900000;80059202
MOEXTN;60;220713;150000;768.0300000;768.2400000;753.2200000;754.7200000;40421499
MOEXTN;60;220713;160000;754.6500000;760.4600000;754.6100000;760.1000000;23316718
MOEXTN;60;220713;170000;760.1700000;761.9800000;758.4600000;760.2500000;10842776
MOEXTN;60;220713;180000;759.8300000;761.7700000;759.4700000;760.4000000;11173657
MOEXTN;60;220714;100000;761.6600000;769.7400000;758.3800000;766.3000000;41528089
MOEXTN;60;220714;110000;766.3000000;767.0200000;757.9700000;762.6500000;27881985
MOEXTN;60;220714;120000;762.6800000;764.1100000;759.0300000;759.1500000;15765175
MOEXTN;60;220714;130000;758.6100000;759.0700000;753.3800000;753.4000000;19656090
MOEXTN;60;220714;140000;752.8400000;755.0600000;752.5300000;754.6300000;19846734
MOEXTN;60;220714;150000;754.7700000;754.7700000;748.2300000;749.9600000;19159165
MOEXTN;60;220714;160000;749.9200000;752.5900000;744.2700000;748.9600000;35722052
MOEXTN;60;220714;170000;748.9200000;751.3900000;744.5800000;751.3900000;19518640
MOEXTN;60;220714;180000;750.9800000;752.9000000;745.8900000;748.9700000;26395705
MOEXTN;60;220715;100000;753.8200000;754.3400000;741.4100000;743.4200000;31283933
MOEXTN;60;220715;110000;743.9900000;744.1200000;741.1600000;743.7500000;11792230
MOEXTN;60;220715;120000;743.8600000;748.1300000;742.8200000;746.8000000;22227288
MOEXTN;60;220715;130000;746.8000000;754.9900000;745.1900000;752.6700000;30351337
MOEXTN;60;220715;140000;752.6400000;763.2100000;750.9200000;754.2800000;27043197
MOEXTN;60;220715;150000;753.9400000;756.8300000;752.0000000;755.6200000;14263409
MOEXTN;60;220715;160000;755.5900000;759.1800000;755.2200000;758.0200000;11834810
MOEXTN;60;220715;170000;758.4300000;759.2100000;756.6300000;758.1400000;13544803
MOEXTN;60;220715;180000;758.5400000;761.2000000;757.9100000;761.2000000;12778294
MOEXTN;60;220718;100000;761.4800000;768.8000000;761.4800000;764.1600000;33511830
MOEXTN;60;220718;110000;763.9000000;767.4600000;763.7800000;766.5300000;17114936
MOEXTN;60;220718;120000;766.5300000;767.7300000;757.7300000;759.0100000;14385454
MOEXTN;60;220718;130000;759.0700000;761.6100000;755.5300000;760.3900000;29459195
MOEXTN;60;220718;140000;760.3900000;761.0800000;756.3000000;756.3700000;12348267
MOEXTN;60;220718;150000;755.8800000;759.4400000;755.6600000;759.1400000;11232983
MOEXTN;60;220718;160000;758.6900000;759.6200000;756.8400000;757.3000000;8036822
MOEXTN;60;220718;170000;757.3000000;760.3900000;756.9400000;759.1000000;8166757
MOEXTN;60;220718;180000;758.5300000;759.6200000;757.7600000;758.2900000;6356135
MOEXTN;60;220719;100000;759.2300000;762.0000000;748.0000000;749.0900000;21751716
MOEXTN;60;220719;110000;749.0400000;751.3500000;745.5300000;745.6600000;55362806
MOEXTN;60;220719;120000;746.3200000;747.7400000;745.1600000;745.5500000;20764787
MOEXTN;60;220719;130000;745.5500000;746.4100000;744.8400000;745.1700000;10210554
MOEXTN;60;220719;140000;745.4600000;745.8900000;743.8300000;744.2000000;12732436
MOEXTN;60;220719;150000;744.4200000;746.9500000;742.3500000;742.3800000;15754166
MOEXTN;60;220719;160000;742.7500000;742.7500000;739.2000000;739.4600000;17517946
MOEXTN;60;220719;170000;739.5800000;744.2600000;738.2800000;744.2200000;16919568
MOEXTN;60;220719;180000;744.2200000;749.2700000;744.2200000;747.2500000;13750097
MOEXTN;60;220720;100000;744.8700000;754.8300000;744.4500000;750.4800000;28178583
MOEXTN;60;220720;110000;751.1500000;753.0600000;747.5000000;747.5000000;16631249
MOEXTN;60;220720;120000;747.5000000;753.9800000;746.6900000;752.9800000;13955170
MOEXTN;60;220720;130000;752.5200000;753.7800000;751.1800000;752.3900000;19000163
MOEXTN;60;220720;140000;752.4100000;757.5000000;752.2700000;754.9700000;24326227
MOEXTN;60;220720;150000;755.4300000;756.4000000;752.1300000;752.6600000;15996231
MOEXTN;60;220720;160000;752.2200000;752.5400000;749.9100000;749.9100000;5109681
MOEXTN;60;220720;170000;750.0300000;752.3300000;749.7200000;752.0400000;14473210
MOEXTN;60;220720;180000;751.8900000;752.9000000;748.7300000;749.6100000;10322869
MOEXTN;60;220721;100000;755.0200000;755.0200000;735.5600000;736.6600000;44106400
MOEXTN;60;220721;110000;736.2500000;746.3700000;735.1300000;742.8900000;34067314
MOEXTN;60;220721;120000;742.8900000;746.0700000;738.4800000;745.9200000;24160411
MOEXTN;60;220721;130000;745.9200000;750.2800000;742.7800000;748.6900000;42006465
MOEXTN;60;220721;140000;748.4000000;759.5700000;748.0800000;757.5500000;192417176
MOEXTN;60;220721;150000;757.3900000;759.2600000;753.2900000;753.2900000;73614542
MOEXTN;60;220721;160000;753.1400000;756.5600000;752.5200000;753.7600000;50460381
MOEXTN;60;220721;170000;753.7600000;754.4700000;750.5500000;753.4800000;25517407
MOEXTN;60;220721;180000;752.6400000;753.9900000;749.6200000;749.6700000;32988393
MOEXTN;60;220722;100000;758.8700000;764.3100000;756.9000000;762.4200000;74028977
MOEXTN;60;220722;110000;762.0500000;767.8000000;761.1300000;764.5000000;138625658
MOEXTN;60;220722;120000;764.5000000;767.1200000;763.1700000;763.8200000;43048364
MOEXTN;60;220722;130000;763.7900000;770.1100000;763.4300000;769.0000000;39997397
MOEXTN;60;220722;140000;769.2400000;770.0000000;766.6900000;767.7900000;15934343
MOEXTN;60;220722;150000;767.7900000;768.2300000;763.1600000;765.2500000;36300197
MOEXTN;60;220722;160000;765.3900000;768.2200000;761.7800000;762.6800000;40702925
MOEXTN;60;220722;170000;763.1300000;763.1300000;759.5000000;760.6500000;23691550
MOEXTN;60;220722;180000;760.6500000;762.7000000;756.7000000;756.7000000;28208836
MOEXTN;60;220725;100000;761.3100000;768.4800000;759.8400000;767.0900000;172122202
MOEXTN;60;220725;110000;767.2400000;771.8500000;766.1300000;771.5900000;82249156
MOEXTN;60;220725;120000;771.8200000;771.9700000;766.9400000;766.9400000;65937463
MOEXTN;60;220725;130000;764.9400000;778.8500000;764.9400000;776.3700000;86420579
MOEXTN;60;220725;140000;776.7400000;778.9400000;774.3700000;776.6900000;13952545
MOEXTN;60;220725;150000;776.2800000;790.7400000;776.2800000;785.5800000;41818562
MOEXTN;60;220725;160000;785.9100000;788.5900000;779.8800000;785.1500000;23097660
MOEXTN;60;220725;170000;785.3600000;787.0100000;782.0800000;783.5600000;26745623
MOEXTN;60;220725;180000;783.3000000;788.4000000;783.1300000;787.9500000;23388634
MOEXTN;60;220726;100000;783.1900000;792.0900000;783.1900000;788.9500000;77892127
MOEXTN;60;220726;110000;788.5700000;791.2900000;780.4900000;784.0200000;31547399
MOEXTN;60;220726;120000;784.1300000;788.9900000;783.6300000;788.8000000;24958265
MOEXTN;60;220726;130000;789.1400000;789.3000000;785.3100000;785.8000000;21713872
MOEXTN;60;220726;140000;785.6700000;788.5800000;783.0800000;787.1700000;37797895
MOEXTN;60;220726;150000;787.1700000;787.6900000;782.4500000;783.3800000;28873972
MOEXTN;60;220726;160000;783.3400000;789.5300000;780.7300000;786.6200000;25619978
MOEXTN;60;220726;170000;786.6200000;790.7200000;785.2400000;787.2300000;21721585
MOEXTN;60;220726;180000;787.0800000;789.8400000;785.2400000;788.5200000;26112972
MOEXTN;60;220727;100000;792.0300000;797.4900000;790.2800000;794.9700000;78310772
MOEXTN;60;220727;110000;794.6300000;794.7500000;788.9800000;790.3100000;56889457
MOEXTN;60;220727;120000;789.9000000;791.4900000;783.2400000;787.4600000;170756290
MOEXTN;60;220727;130000;787.8200000;789.5000000;783.7700000;787.9600000;30380178
MOEXTN;60;220727;140000;787.4800000;788.6200000;783.3400000;783.4600000;33368101
MOEXTN;60;220727;150000;783.2900000;784.2700000;781.3900000;782.8300000;25082908
MOEXTN;60;220727;160000;783.1200000;783.4600000;782.1300000;783.4600000;13950416
MOEXTN;60;220727;170000;783.3400000;784.2700000;782.3700000;782.8100000;14495276
MOEXTN;60;220727;180000;782.8900000;784.1700000;782.1000000;783.5200000;18882432
MOEXTN;60;220728;100000;786.3400000;787.0700000;780.1200000;782.3900000;95671440
MOEXTN;60;220728;110000;782.3300000;783.4300000;775.5000000;775.5000000;108890016
MOEXTN;60;220728;120000;775.8600000;776.0200000;771.6800000;774.8200000;46143656
MOEXTN;60;220728;130000;774.9000000;777.4700000;772.3100000;773.5100000;38575184
MOEXTN;60;220728;140000;773.6600000;778.8300000;773.6600000;778.6900000;43403279
MOEXTN;60;220728;150000;778.3600000;779.4200000;775.7300000;776.3800000;11172814
MOEXTN;60;220728;160000;776.2300000;777.9100000;775.4700000;776.6000000;29274473
MOEXTN;60;220728;170000;776.6000000;778.0300000;775.5100000;777.5500000;9572482
MOEXTN;60;220728;180000;777.6700000;780.2600000;777.4600000;778.3700000;24381039
MOEXTN;60;220729;100000;780.5200000;784.4600000;777.1900000;782.2000000;29057263
MOEXTN;60;220729;110000;782.3500000;783.2900000;778.8400000;780.8700000;34369461
MOEXTN;60;220729;120000;781.2700000;781.5200000;777.0000000;777.7800000;38674065
MOEXTN;60;220729;130000;777.7800000;779.9500000;775.6300000;775.7800000;22236633
MOEXTN;60;220729;140000;775.6900000;776.1000000;769.7900000;771.4400000;36229679
MOEXTN;60;220729;150000;771.6600000;772.1500000;770.1300000;771.2600000;14976108
MOEXTN;60;220729;160000;771.1800000;773.0100000;770.1900000;771.4000000;18383225
MOEXTN;60;220729;170000;771.4000000;773.2000000;770.4800000;772.9600000;15475052
MOEXTN;60;220729;180000;773.0400000;775.9700000;773.0400000;774.7900000;21271843
MOEXTN;60;220801;100000;774.2600000;776.7200000;772.8100000;774.1900000;25620457
MOEXTN;60;220801;110000;774.0500000;774.1500000;768.9100000;771.3400000;22435642
MOEXTN;60;220801;120000;771.2700000;773.5400000;770.2600000;772.3700000;16288188
MOEXTN;60;220801;130000;772.3700000;772.9800000;770.3500000;770.9800000;18423179
MOEXTN;60;220801;140000;770.4600000;784.0100000;769.6000000;777.1100000;35078425
MOEXTN;60;220801;150000;776.9600000;784.7900000;776.6900000;782.4100000;32791047
MOEXTN;60;220801;160000;782.4100000;785.8100000;779.6500000;782.9200000;32428669
MOEXTN;60;220801;170000;782.9200000;784.0100000;779.5600000;779.7800000;13527006
MOEXTN;60;220801;180000;779.8800000;781.8100000;776.9500000;776.9500000;14577250
MOEXTN;60;220802;100000;778.4700000;781.2100000;767.6000000;769.5100000;50860718
MOEXTN;60;220802;110000;769.5100000;777.8800000;769.0800000;773.4600000;16876829
MOEXTN;60;220802;120000;774.1100000;774.8300000;770.4200000;771.4400000;45225496
MOEXTN;60;220802;130000;771.8800000;772.5700000;768.5300000;772.5700000;137208470
MOEXTN;60;220802;140000;772.3800000;774.5700000;770.5100000;774.5700000;20681837
MOEXTN;60;220802;150000;774.5100000;776.1500000;772.8500000;774.5900000;22245444
MOEXTN;60;220802;160000;774.8900000;776.9100000;766.4400000;768.7500000;38987067
