<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;230824;130000;2019.2800000;2020.0200000;2008.7400000;2012.0800000;235978226
MOEXTN;60;230824;140000;2011.8800000;2019.9800000;2011.3300000;2019.2400000;216715413
MOEXTN;60;230824;150000;2019.1900000;2020.4400000;2017.2000000;2017.3200000;159158876
MOEXTN;60;230824;160000;2017.1200000;2022.1700000;2015.8100000;2021.6600000;234336750
MOEXTN;60;230824;170000;2021.5800000;2024.8800000;2019.6700000;2022.8800000;236560566
MOEXTN;60;230824;180000;2022.8900000;2029.7300000;2022.3000000;2029.0900000;252029752
MOEXTN;60;230825;100000;2040.6700000;2041.0600000;2023.6000000;2027.0800000;583729555
MOEXTN;60;230825;110000;2026.8500000;2034.4700000;2023.1200000;2025.3200000;821655432
MOEXTN;60;230825;120000;2024.4400000;2028.6200000;2023.5900000;2027.5600000;344476996
MOEXTN;60;230825;130000;2027.4100000;2041.9300000;2027.1000000;2038.6900000;931415139
MOEXTN;60;230825;140000;2038.4500000;2052.0600000;2037.0000000;2046.2800000;1000794761
MOEXTN;60;230825;150000;2046.0700000;2047.4300000;2040.6500000;2040.9700000;386720968
MOEXTN;60;230825;160000;2040.1900000;2045.1500000;2039.6700000;2041.6300000;359023294
MOEXTN;60;230825;170000;2041.9100000;2048.1200000;2041.9100000;2045.5400000;557043189
MOEXTN;60;230825;180000;2045.8000000;2049.0100000;2043.8700000;2045.9000000;315367037
MOEXTN;60;230828;100000;2058.5300000;2067.5900000;2043.6200000;2056.9800000;3861812216
MOEXTN;60;230828;110000;2057.8400000;2060.9900000;2053.6000000;2055.1100000;1016519209
MOEXTN;60;230828;120000;2055.3300000;2060.9500000;2055.2900000;2057.9700000;820216263
MOEXTN;60;230828;130000;2057.3800000;2064.6100000;2053.7100000;2064.2200000;954525320
MOEXTN;60;230828;140000;2063.7800000;2068.5300000;2060.0100000;2064.7800000;478064350
MOEXTN;60;230828;150000;2065.1400000;2068.7400000;2063.1200000;2065.1900000;626432445
MOEXTN;60;230828;160000;2064.8800000;2068.2500000;2063.0400000;2064.4000000;553168204
MOEXTN;60;230828;170000;2064.3000000;2071.0400000;2064.1400000;2069.4600000;394605635
MOEXTN;60;230828;180000;2069.3900000;2070.0200000;2066.5400000;2069.8900000;381814142
MOEXTN;60;230829;100000;2071.0000000;2071.0000000;2048.9300000;2048.9300000;1581007488
MOEXTN;60;230829;110000;2048.3900000;2051.7100000;2041.4800000;2050.7800000;667932146
MOEXTN;60;230829;120000;2050.3400000;2053.9400000;2047.0200000;2053.9400000;327230249
MOEXTN;60;230829;130000;2053.9300000;2072.2800000;2053.1800000;2063.7800000;599575000
MOEXTN;60;230829;140000;2063.8700000;2063.8700000;2055.3200000;2060.4900000;263222685
MOEXTN;60;230829;150000;2059.0100000;2062.1900000;2049.4600000;2051.4300000;447757665
MOEXTN;60;230829;160000;2051.2300000;2051.4000000;2042.9100000;2045.5700000;529335483
MOEXTN;60;230829;170000;2045.8100000;2050.1200000;2045.0000000;2045.4000000;303093913
MOEXTN;60;230829;180000;2045.4900000;2058.1800000;2045.4900000;2055.2400000;695874747
MOEXTN;60;230830;100000;2064.6800000;2066.2900000;2047.6600000;2048.5000000;569917793
MOEXTN;60;230830;110000;2049.0000000;2050.8000000;2040.7600000;2047.6900000;436884094
MOEXTN;60;230830;120000;2047.6200000;2054.7700000;2047.1200000;2053.4500000;281420289
MOEXTN;60;230830;130000;2053.5700000;2054.6600000;2049.8300000;2050.9200000;190061131
MOEXTN;60;230830;140000;2050.9900000;2053.0700000;2050.1300000;2052.2100000;150943040
MOEXTN;60;230830;150000;2051.9200000;2054.9800000;2048.8900000;2049.4100000;261750774
MOEXTN;60;230830;160000;2049.8300000;2050.0000000;2044.3000000;2044.6500000;193513246
MOEXTN;60;230830;170000;2044.4700000;2045.9900000;2039.1400000;2043.7800000;294329823
MOEXTN;60;230830;180000;2043.9000000;2046.3400000;2042.6700000;2046.3400000;157477352
MOEXTN;60;230831;100000;2049.1100000;2049.1100000;2038.8700000;2044.0800000;459670971
MOEXTN;60;230831;110000;2044.2300000;2046.4200000;2040.6800000;2043.5800000;233205955
MOEXTN;60;230831;120000;2043.6300000;2043.6500000;2036.2900000;2038.3100000;363049127
MOEXTN;60;230831;130000;2037.3900000;2040.3200000;2035.6700000;2036.7400000;214444021
MOEXTN;60;230831;140000;2036.4000000;2038.2900000;2034.2800000;2036.6300000;173265161
MOEXTN;60;230831;150000;2037.2700000;2039.8900000;2034.4900000;2038.1000000;221352784
MOEXTN;60;230831;160000;2037.7100000;2037.8000000;2029.3400000;2031.2600000;239022446
MOEXTN;60;230831;170000;2030.4600000;2035.9900000;2030.1000000;2035.0300000;135718240
MOEXTN;60;230831;180000;2035.5300000;2037.4400000;2030.8700000;2033.0400000;240209287
MOEXTN;60;230901;100000;2036.4500000;2036.4500000;2021.0900000;2022.3600000;421511841
MOEXTN;60;230901;110000;2021.9000000;2025.9200000;2016.7300000;2021.5000000;488993164
MOEXTN;60;230901;120000;2020.9900000;2036.0100000;2018.0200000;2034.0600000;369836242
MOEXTN;60;230901;130000;2035.1500000;2042.6300000;2034.9300000;2036.9600000;512593425
MOEXTN;60;230901;140000;2037.4200000;2050.0100000;2036.5000000;2043.3900000;538900970
MOEXTN;60;230901;150000;2043.9600000;2049.5700000;2042.1800000;2046.4700000;254148584
MOEXTN;60;230901;160000;2045.8900000;2094.6500000;2044.5200000;2094.6500000;842068893
MOEXTN;60;230901;170000;2095.7100000;2117.2000000;2083.2500000;2111.9600000;2857684010
MOEXTN;60;230901;180000;2112.2100000;2124.5100000;2110.0100000;2114.9800000;1351706924
MOEXTN;60;230904;100000;2158.1500000;2219.0100000;2158.1500000;2213.9400000;4588861610
MOEXTN;60;230904;110000;2214.3200000;2217.1900000;2198.8500000;2202.6600000;1445610712
MOEXTN;60;230904;120000;2202.8000000;2216.3100000;2202.8000000;2210.1500000;695655594
MOEXTN;60;230904;130000;2209.9300000;2222.6600000;2206.7000000;2218.6800000;1028793606
MOEXTN;60;230904;140000;2218.5500000;2227.1800000;2214.8900000;2214.8900000;833565818
MOEXTN;60;230904;150000;2217.1900000;2218.9100000;2170.3400000;2175.8700000;1383102605
MOEXTN;60;230904;160000;2176.2500000;2189.0100000;2173.8800000;2187.1600000;676700955
MOEXTN;60;230904;170000;2187.4300000;2187.4300000;2168.1300000;2172.9900000;468438862
MOEXTN;60;230904;180000;2173.0500000;2173.7000000;2164.5500000;2164.9800000;343453135
MOEXTN;60;230905;100000;2155.3000000;2165.7600000;2147.6800000;2149.5800000;770878085
MOEXTN;60;230905;110000;2149.5400000;2150.6700000;2140.8000000;2146.6500000;530964622
MOEXTN;60;230905;120000;2146.4200000;2148.2100000;2121.4700000;2130.8200000;911050966
MOEXTN;60;230905;130000;2130.7400000;2143.3100000;2126.6500000;2143.3100000;414802426
MOEXTN;60;230905;140000;2143.2300000;2146.8400000;2141.6900000;2141.8700000;249556799
MOEXTN;60;230905;150000;2141.8700000;2142.4700000;2138.2600000;2142.0000000;156036300
MOEXTN;60;230905;160000;2141.8600000;2145.9900000;2141.2800000;2143.9900000;234916854
MOEXTN;60;230905;170000;2144.3400000;2145.4000000;2134.7500000;2136.2500000;210143257
MOEXTN;60;230905;180000;2136.9000000;2139.2400000;2133.7000000;2133.7000000;145537363
MOEXTN;60;230906;100000;2137.4200000;2144.9000000;2114.4100000;2134.5700000;937228539
MOEXTN;60;230906;110000;2134.8700000;2148.8000000;2134.0100000;2144.5900000;671451709
MOEXTN;60;230906;120000;2144.1500000;2148.0100000;2136.0600000;2137.7900000;279553784
MOEXTN;60;230906;130000;2138.1200000;2147.4700000;2133.1300000;2135.4100000;486765035
MOEXTN;60;230906;140000;2136.2600000;2137.1800000;2130.3400000;2132.4300000;232643673
MOEXTN;60;230906;150000;2132.7700000;2139.0000000;2130.2500000;2137.4100000;186384744
MOEXTN;60;230906;160000;2138.0200000;2148.1000000;2136.8400000;2140.8200000;459161689
MOEXTN;60;230906;170000;2141.4700000;2141.4700000;2135.1200000;2136.8800000;171322966
MOEXTN;60;230906;180000;2136.8500000;2142.9800000;2135.5100000;2136.5400000;372613037
MOEXTN;60;230907;100000;2160.3600000;2162.8800000;2144.5200000;2145.6100000;1114575627
MOEXTN;60;230907;110000;2146.2800000;2147.9100000;2134.9600000;2135.7200000;309134162
MOEXTN;60;230907;120000;2135.6200000;2149.0100000;2134.8500000;2143.7200000;475011919
MOEXTN;60;230907;130000;2143.5500000;2143.5500000;2101.4400000;2107.3900000;1197254640
MOEXTN;60;230907;140000;2108.2300000;2116.2100000;2081.0000000;2102.1000000;1068907957
MOEXTN;60;230907;150000;2101.9300000;2112.7200000;2096.4300000;2100.6300000;349244012
MOEXTN;60;230907;160000;2100.3600000;2108.1800000;2093.3800000;2095.2700000;268255185
MOEXTN;60;230907;170000;2094.9900000;2095.5100000;2054.3500000;2063.9900000;855780793
MOEXTN;60;230907;180000;2062.9200000;2091.2000000;2062.9200000;2084.4200000;266777095
MOEXTN;60;230908;100000;2087.7600000;2101.7800000;2026.6200000;2039.1500000;1394401639
MOEXTN;60;230908;110000;2035.7300000;2062.0300000;2027.0700000;2057.7500000;757211681
MOEXTN;60;230908;120000;2057.2000000;2066.3800000;2043.8300000;2044.3200000;274218836
MOEXTN;60;230908;130000;2045.0100000;2060.3700000;2044.6700000;2059.7100000;247439147
MOEXTN;60;230908;140000;2059.8600000;2076.4500000;2056.0900000;2075.2500000;267549248
MOEXTN;60;230908;150000;2075.4200000;2083.9000000;2067.4200000;2069.0500000;249737547
MOEXTN;60;230908;160000;2068.6200000;2072.6400000;2063.1300000;2063.3900000;178473809
MOEXTN;60;230908;170000;2063.5100000;2066.6800000;2057.6000000;2062.7600000;139394707
MOEXTN;60;230908;180000;2062.6700000;2064.7900000;2057.6100000;2061.3700000;163495969
MOEXTN;60;230911;100000;2086.8000000;2091.1900000;2058.9000000;2082.2900000;1298678150
MOEXTN;60;230911;110000;2083.3500000;2087.9300000;2071.1000000;2075.0200000;339552487
MOEXTN;60;230911;120000;2075.4400000;2078.8500000;2064.6100000;2067.1900000;324649136
MOEXTN;60;230911;130000;2067.0900000;2070.2200000;2052.6100000;2060.6500000;344878945
MOEXTN;60;230911;140000;2060.2600000;2063.2100000;2057.6700000;2061.3000000;157625863
MOEXTN;60;230911;150000;2061.9600000;2076.4100000;2061.9600000;2073.4400000;294364084
MOEXTN;60;230911;160000;2072.8900000;2077.0600000;2067.4800000;2073.9400000;210352974
MOEXTN;60;230911;170000;2073.9500000;2075.4400000;2064.5900000;2067.8700000;449650433
MOEXTN;60;230911;180000;2067.8300000;2073.4600000;2064.6900000;2065.8700000;270016694
MOEXTN;60;230912;100000;2072.7400000;2081.8900000;2065.1500000;2078.6400000;790498913
MOEXTN;60;230912;110000;2078.8400000;2084.6200000;2074.6400000;2082.6700000;623478871
MOEXTN;60;230912;120000;2083.1300000;2089.9200000;2073.3000000;2077.0300000;841474400
MOEXTN;60;230912;130000;2077.4200000;2087.7100000;2076.5900000;2080.9500000;294270671
MOEXTN;60;230912;140000;2081.2800000;2085.2700000;2078.4500000;2081.0400000;194622257
MOEXTN;60;230912;150000;2081.8200000;2084.0600000;2073.7100000;2079.7000000;242391289
MOEXTN;60;230912;160000;2079.5700000;2094.7800000;2079.5700000;2091.4000000;272102470
MOEXTN;60;230912;170000;2091.9200000;2094.3900000;2089.6700000;2093.6200000;260124607
MOEXTN;60;230912;180000;2093.0000000;2096.1000000;2090.8800000;2096.1000000;138895489
MOEXTN;60;230913;130000;2090.1000000;2103.3500000;2090.1000000;2091.4700000;414489905
MOEXTN;60;230913;140000;2090.0400000;2094.1300000;2079.2600000;2081.2300000;346552538
MOEXTN;60;230913;150000;2081.1700000;2082.3800000;2074.0800000;2078.9000000;297096758
MOEXTN;60;230913;160000;2078.9600000;2082.1200000;2076.2000000;2076.2000000;165885081
MOEXTN;60;230913;170000;2076.4200000;2078.6800000;2073.2800000;2075.9600000;188659268
MOEXTN;60;230913;180000;2076.3600000;2076.8500000;2067.8300000;2072.5200000;208616829
MOEXTN;60;230914;100000;2070.3600000;2070.3600000;2016.6200000;2019.9600000;1010329987
MOEXTN;60;230914;110000;2020.5100000;2020.5100000;1980.6000000;1980.7600000;884420044
MOEXTN;60;230914;120000;1981.6500000;1986.7100000;1779.7300000;1829.0900000;2712563119
MOEXTN;60;230914;130000;1827.5700000;1979.1600000;1827.5700000;1979.1500000;2886431151
MOEXTN;60;230914;140000;1979.5900000;1993.2700000;1952.8900000;1967.2700000;905722319
MOEXTN;60;230914;150000;1967.6300000;1971.5500000;1939.9300000;1949.6900000;506271762
MOEXTN;60;230914;160000;1946.8700000;1988.1900000;1944.5700000;1986.2500000;679657121
MOEXTN;60;230914;170000;1987.3800000;1998.7100000;1973.6500000;1981.7300000;883638386
MOEXTN;60;230914;180000;1981.8400000;1985.0900000;1970.9600000;1981.8200000;192796473
MOEXTN;60;230915;100000;1919.3100000;1985.9800000;1919.3100000;1968.2000000;944071290
MOEXTN;60;230915;110000;1967.7900000;1970.4300000;1956.4700000;1958.8000000;292997033
MOEXTN;60;230915;120000;1958.1000000;1967.4200000;1956.2600000;1961.7500000;278674775
MOEXTN;60;230915;130000;1964.5800000;2001.6900000;1956.5100000;1985.3700000;997457622
MOEXTN;60;230915;140000;1982.2400000;2003.2000000;1977.6700000;2000.9100000;545691971
MOEXTN;60;230915;150000;2001.1500000;2011.7000000;1995.9400000;2002.3900000;444517877
MOEXTN;60;230915;160000;2002.3600000;2008.0600000;1999.0900000;2006.8300000;288681393
MOEXTN;60;230915;170000;2006.4900000;2013.6800000;2004.4800000;2012.2900000;227062157
MOEXTN;60;230915;180000;2011.9600000;2014.0400000;2009.4200000;2010.5700000;190973645
MOEXTN;60;230918;100000;2022.7300000;2042.2500000;2019.8700000;2022.3300000;824291167
MOEXTN;60;230918;110000;2022.1300000;2042.5000000;2021.4100000;2035.8800000;542398908
MOEXTN;60;230918;120000;2035.8300000;2036.9200000;2020.1700000;2020.2900000;335550555
MOEXTN;60;230918;130000;2018.7800000;2021.5600000;2009.1000000;2013.2400000;331504821
MOEXTN;60;230918;140000;2012.5000000;2018.5200000;1999.4100000;2005.4400000;278484198
MOEXTN;60;230918;150000;2005.1800000;2005.1800000;1980.0400000;1992.0900000;492412462
MOEXTN;60;230918;160000;1991.9600000;1992.8900000;1964.6300000;1988.9100000;390288120
MOEXTN;60;230918;170000;1988.3000000;1988.6600000;1976.5700000;1984.4000000;126725990
MOEXTN;60;230918;180000;1984.5200000;1990.2700000;1982.1400000;1987.6100000;112773575
MOEXTN;60;230919;100000;1990.6500000;1990.6500000;1955.1800000;1957.9100000;589642716
MOEXTN;60;230919;110000;1955.0400000;1955.7000000;1918.2900000;1938.7600000;1245763048
MOEXTN;60;230919;120000;1938.7400000;1939.7500000;1904.3800000;1916.3800000;546733501
MOEXTN;60;230919;130000;1915.7000000;1941.1300000;1897.2200000;1927.5000000;664457595
MOEXTN;60;230919;140000;1928.1000000;1931.4300000;1909.2900000;1924.6800000;291250519
MOEXTN;60;230919;150000;1923.7200000;1925.3000000;1896.9800000;1900.4400000;589924816
MOEXTN;60;230919;160000;1900.7500000;1927.5500000;1897.9000000;1920.6100000;538873155
MOEXTN;60;230919;170000;1920.2300000;1929.2100000;1909.3600000;1915.2100000;215960826
MOEXTN;60;230919;180000;1915.0500000;1919.8600000;1910.5700000;1914.1300000;163660361
MOEXTN;60;230920;100000;1874.1000000;1888.0200000;1807.1100000;1820.2400000;1704208893
MOEXTN;60;230920;110000;1818.6900000;1842.0500000;1775.7800000;1841.5700000;1368077809
MOEXTN;60;230920;120000;1844.8100000;1886.6700000;1844.8100000;1885.1700000;1126369664
MOEXTN;60;230920;130000;1886.6900000;1895.6800000;1857.9600000;1860.5300000;542127737
MOEXTN;60;230920;140000;1860.1800000;1876.7800000;1855.2000000;1874.1000000;333497841
MOEXTN;60;230920;150000;1873.0200000;1886.4500000;1870.9100000;1883.3400000;341764275
MOEXTN;60;230920;160000;1883.3500000;1917.3900000;1883.3500000;1908.8400000;745030576
MOEXTN;60;230920;170000;1908.4200000;1910.2100000;1877.3200000;1877.7000000;361292196
MOEXTN;60;230920;180000;1876.4000000;1882.2900000;1870.8800000;1875.3800000;177075303
MOEXTN;60;230921;100000;1828.3500000;1848.7800000;1823.0500000;1840.9700000;616443498
MOEXTN;60;230921;110000;1840.4000000;1854.8500000;1828.2200000;1844.2300000;356436561
MOEXTN;60;230921;120000;1843.8400000;1859.3800000;1841.5300000;1857.7500000;233114009
MOEXTN;60;230921;130000;1857.9800000;1865.2800000;1854.4800000;1855.6500000;178745060
MOEXTN;60;230921;140000;1856.2100000;1856.2700000;1831.7100000;1835.3900000;175423459
MOEXTN;60;230921;150000;1835.5700000;1842.2000000;1815.6500000;1818.9700000;243262174
MOEXTN;60;230921;160000;1819.2100000;1842.0800000;1818.5300000;1833.0400000;197513706
MOEXTN;60;230921;170000;1832.8000000;1836.2600000;1807.0800000;1808.6200000;224645501
MOEXTN;60;230921;180000;1809.7900000;1812.0300000;1798.5000000;1800.4500000;292055986
MOEXTN;60;230922;100000;1794.7200000;1836.7800000;1769.7700000;1812.0900000;860658206
MOEXTN;60;230922;110000;1811.4600000;1816.2300000;1790.2300000;1796.0200000;338490701
MOEXTN;60;230922;120000;1796.6300000;1803.7600000;1793.9600000;1800.6200000;170934221
MOEXTN;60;230922;130000;1800.7500000;1812.3400000;1798.8300000;1804.1900000;171655241
MOEXTN;60;230922;140000;1804.1400000;1818.7500000;1802.0300000;1815.2200000;155183453
MOEXTN;60;230922;150000;1815.2000000;1829.1900000;1813.1100000;1829.1900000;183958499
MOEXTN;60;230922;160000;1828.5500000;1835.7000000;1823.6500000;1834.6000000;234394225
MOEXTN;60;230922;170000;1835.7800000;1849.9200000;1829.5300000;1849.5100000;280892983
MOEXTN;60;230922;180000;1850.2000000;1865.8000000;1846.0700000;1864.3400000;483692846
MOEXTN;60;230925;100000;1866.1400000;1874.3900000;1845.0900000;1851.6800000;851376104
MOEXTN;60;230925;110000;1850.3700000;1880.0200000;1848.5700000;1879.2700000;588278480
MOEXTN;60;230925;120000;1879.9400000;1903.5400000;1874.9900000;1889.7600000;1392744355
MOEXTN;60;230925;130000;1889.9800000;1890.9900000;1868.4900000;1870.9600000;538345393
MOEXTN;60;230925;140000;1871.1000000;1890.7600000;1870.9600000;1887.7600000;718167967
MOEXTN;60;230925;150000;1887.8400000;1893.0200000;1881.3400000;1881.3400000;428364865
MOEXTN;60;230925;160000;1881.9300000;1888.8600000;1880.9000000;1888.4400000;601363611
MOEXTN;60;230925;170000;1889.6500000;1894.7800000;1887.3400000;1892.9800000;757027076
MOEXTN;60;230925;180000;1893.6300000;1896.1000000;1889.8700000;1890.2000000;303863663
MOEXTN;60;230926;100000;1885.2300000;1893.2800000;1870.5100000;1881.8700000;1133083116
MOEXTN;60;230926;110000;1881.1300000;1883.8500000;1858.0500000;1858.0500000;621125605
MOEXTN;60;230926;120000;1859.6700000;1873.2100000;1859.1000000;1865.5000000;291924804
MOEXTN;60;230926;130000;1865.4000000;1870.5100000;1864.2700000;1868.6800000;157580989
MOEXTN;60;230926;140000;1868.6500000;1877.1000000;1868.6500000;1870.5700000;311528796
MOEXTN;60;230926;150000;1870.3600000;1875.9400000;1869.3100000;1871.7500000;190025817
MOEXTN;60;230926;160000;1871.3100000;1871.7600000;1866.7100000;1869.5800000;108364520
MOEXTN;60;230926;170000;1869.6200000;1887.2700000;1868.3200000;1886.0500000;400048269
MOEXTN;60;230926;180000;1885.8100000;1888.2800000;1881.3900000;1882.2900000;154281326
MOEXTN;60;230927;100000;1892.7400000;1908.9400000;1889.3400000;1907.3000000;933431981
MOEXTN;60;230927;110000;1908.0600000;1912.2100000;1903.1500000;1908.3300000;542988544
MOEXTN;60;230927;120000;1909.4500000;1933.8300000;1908.4800000;1927.3800000;1258039542
MOEXTN;60;230927;130000;1928.1000000;1932.3500000;1920.8100000;1927.0400000;760078081
MOEXTN;60;230927;140000;1927.3000000;1946.3500000;1926.5900000;1945.5600000;1138436913
MOEXTN;60;230927;150000;1945.4400000;1947.0200000;1935.1200000;1941.2500000;593953867
MOEXTN;60;230927;160000;1941.1200000;1942.8700000;1934.4100000;1937.9300000;503981788
MOEXTN;60;230927;170000;1937.8300000;1942.0900000;1919.2000000;1927.8500000;657803055
MOEXTN;60;230927;180000;1928.0600000;1930.3500000;1923.6800000;1929.9000000;221012386
MOEXTN;60;230928;100000;1940.8000000;1958.8100000;1937.4000000;1958.8100000;1434805771
MOEXTN;60;230928;110000;1958.7600000;1958.8400000;1948.5900000;1956.2900000;1351553897
MOEXTN;60;230928;120000;1958.1100000;1972.5500000;1957.9600000;1958.1500000;1863263223
